Pincode_Id,Pincode,City,"Werehouse Code","Updated By",Date,Status
2988,421501,thane,midc,,"2024-02-04 05:28:26",1
2996,421505,thane,midc,,"2024-02-04 05:28:26",1
3005,421602,thane,midc,,"2024-02-04 05:28:26",1
3010,421603,thane,midc,,"2024-02-04 05:28:26",1
3014,421605,thane,midc,,"2024-02-04 05:28:26",1
3020,431302,thane,midc,,"2024-02-04 05:28:26",1
3026,394010,surat,midc,,"2024-02-04 05:28:26",1
3034,394101,surat,midc,,"2024-02-04 05:28:26",1
3043,394105,surat,midc,,"2024-02-04 05:28:26",1
3086,394150,surat,midc,,"2024-02-04 05:28:26",1
3110,394185,surat,midc,,"2024-02-04 05:28:26",1
3126,394210,surat,midc,,"2024-02-04 05:28:26",1
3134,394211,surat,midc,,"2024-02-04 05:28:26",1
3139,394212,surat,midc,,"2024-02-04 05:28:26",1
3144,394218,surat,midc,,"2024-02-04 05:28:26",1
3150,394220,surat,midc,,"2024-02-04 05:28:26",1
3159,394221,surat,midc,,"2024-02-04 05:28:26",1
3167,394230,surat,midc,,"2024-02-04 05:28:26",1
3195,394270,surat,midc,,"2024-02-04 05:28:26",1
3209,394325,surat,midc,,"2024-02-04 05:28:26",1
3220,394327,surat,midc,,"2024-02-04 05:28:26",1
3266,394510,surat,midc,,"2024-02-04 05:28:26",1
3274,394515,surat,midc,,"2024-02-04 05:28:26",1
3289,394517,surat,midc,,"2024-02-04 05:28:26",1
3296,394518,surat,midc,,"2024-02-04 05:28:26",1
3326,395001,surat,midc,,"2024-02-04 05:28:26",1
3334,395002,surat,midc,,"2024-02-04 05:28:26",1
3342,395003,surat,midc,,"2024-02-04 05:28:26",1
3349,395004,surat,midc,,"2024-02-04 05:28:26",1
3358,395005,surat,midc,,"2024-02-04 05:28:26",1
3367,395006,surat,midc,,"2024-02-04 05:28:26",1
3376,395007,surat,midc,,"2024-02-04 05:28:26",1
3385,395008,surat,midc,,"2024-02-04 05:28:26",1
3394,395009,surat,midc,,"2024-02-04 05:28:26",1
3403,395010,surat,midc,,"2024-02-04 05:28:26",1
3430,395016,surat,midc,,"2024-02-04 05:28:26",1
3437,395017,surat,midc,,"2024-02-04 05:28:26",1
3443,395018,surat,midc,,"2024-02-04 05:28:26",1
3447,395021,surat,midc,,"2024-02-04 05:28:26",1
3454,395023,surat,midc,,"2024-02-04 05:28:26",1
3460,395210,surat,midc,,"2024-02-04 05:28:26",1
3469,363610,ahmedabad,vki,,"2024-02-04 05:28:26",1
3471,380000,ahmedabad,vki,,"2024-02-04 05:28:26",1
3477,380001,ahmedabad,vki,,"2024-02-04 05:28:26",1
3484,380002,ahmedabad,vki,,"2024-02-04 05:28:26",1
3492,380003,ahmedabad,vki,,"2024-02-04 05:28:26",1
3501,380004,ahmedabad,vki,,"2024-02-04 05:28:26",1
3510,380005,ahmedabad,vki,,"2024-02-04 05:28:26",1
3519,380006,ahmedabad,vki,,"2024-02-04 05:28:26",1
3527,380007,ahmedabad,vki,,"2024-02-04 05:28:26",1
3535,380008,ahmedabad,vki,,"2024-02-04 05:28:26",1
3543,380009,ahmedabad,vki,,"2024-02-04 05:28:26",1
3550,380010,ahmedabad,vki,,"2024-02-04 05:28:26",1
3554,380011,ahmedabad,vki,,"2024-02-04 05:28:26",1
3561,380012,ahmedabad,vki,,"2024-02-04 05:28:26",1
3570,380013,ahmedabad,vki,,"2024-02-04 05:28:26",1
3578,380014,ahmedabad,vki,,"2024-02-04 05:28:26",1
3586,380015,ahmedabad,vki,,"2024-02-04 05:28:26",1
3594,380016,ahmedabad,vki,,"2024-02-04 05:28:26",1
3602,380017,ahmedabad,vki,,"2024-02-04 05:28:26",1
3610,380018,ahmedabad,vki,,"2024-02-04 05:28:26",1
3619,380019,ahmedabad,vki,,"2024-02-04 05:28:26",1
3625,380020,ahmedabad,vki,,"2024-02-04 05:28:26",1
3632,380021,ahmedabad,vki,,"2024-02-04 05:28:26",1
3640,380022,ahmedabad,vki,,"2024-02-04 05:28:26",1
3648,380023,ahmedabad,vki,,"2024-02-04 05:28:26",1
3657,380024,ahmedabad,vki,,"2024-02-04 05:28:26",1
3666,380025,ahmedabad,vki,,"2024-02-04 05:28:26",1
3675,380026,ahmedabad,vki,,"2024-02-04 05:28:26",1
3683,380027,ahmedabad,vki,,"2024-02-04 05:28:26",1
3691,380028,ahmedabad,vki,,"2024-02-04 05:28:26",1
3696,380029,ahmedabad,vki,,"2024-02-04 05:28:26",1
3700,380030,ahmedabad,vki,,"2024-02-04 05:28:26",1
3703,380038,ahmedabad,vki,,"2024-02-04 05:28:26",1
3707,380041,ahmedabad,vki,,"2024-02-04 05:28:26",1
3712,380045,ahmedabad,vki,,"2024-02-04 05:28:26",1
3722,380050,ahmedabad,vki,,"2024-02-04 05:28:26",1
3730,380051,ahmedabad,vki,,"2024-02-04 05:28:26",1
3738,380052,ahmedabad,vki,,"2024-02-04 05:28:26",1
3746,380053,ahmedabad,vki,,"2024-02-04 05:28:26",1
3754,380054,ahmedabad,vki,,"2024-02-04 05:28:26",1
3761,380055,ahmedabad,vki,,"2024-02-04 05:28:26",1
